,Nº,REGIÃO,UF,ENTE,ANO,N.JUR,POP,TAM.ATV,AD.PROG,C.PROG,PRT_massa,MassaSeg.,GR_POD,GR_SEGR,GR_C.ÉT,CIE_REL,CIE_FISC,CIE_AUD,CIE_CRP,GI_DIV.CART,GI_C.TÉC,GI_P.INV,GI_COMITÊ,GI_CONS,SA_AMRTZ,SA_PUB.REL,SA_REPAS,SA_R.ALIQ,GTI_POL.INFR.,GTI_INV.TI,DDM_CART,DDM_ACES,DDM_ATAS,RP_REG.ENV,RP_REL.GOV,RP_SITE,PS_OUV,PS_GEST,IP_REP.CF,IP_SELEC,LI_CERT.MB,LI_DIR.CERT,LI_P.EST.,R.FIN,IND.SF,R.INV,VAR.INV,R.AT,IND.COB
358,359,SE,SP,Cardoso,2006-05-08,Autarquia,12349,37341033.55,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,IRG,REG,B,1,1,1,1,REG,REG,0,1,1,0,REG,0,A,0,1,1,0,C,ESC,C,1,0,-413485.0099999998,0.9199289055220753,3788582.570000004,0.11291522554517108,-58364564.31,0.3901656160658772
359,360,SE,RJ,Cardoso Moreira,2018-10-03,Órgão Adm. Direta,12821,96473516.7,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,0,0,REG,REG,0,1,1,1,REG,0,B,0,1,1,0,A,ESC,C,1,0,8827862.01,3.0825436754958973,8985291.679999992,0.10270286861970201,-48638469.9975342,0.6648211419025339
360,361,NE,PE,Caruaru,2015-12-04,Autarquia,365278,9036673.89,NÃO,,MÉDIO PORTE,menos favorável,1,0,0,1,REG,REG,JUD,IRG,B,1,1,0,1,IRG,IRG,0,1,1,1,REG,1,A,1,1,1,0,B,ESC,B,1,1,-28329537.5,0.558675953885316,2504478.71,0.38340537001529107,-976953253.62,0.0091650772871697
361,362,SE,RJ,Casimiro de Abreu,2006-08-18,Autarquia,45041,215648908.04,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,A,1,1,1,1,REG,REG,0,1,1,0,REG,0,B,0,1,1,0,B,ESC,C,1,0,-17551135.26,,29752462.04999998,0.16004857915142967,-259576977.18000004,0.4537819061353696
362,363,CO,MS,Cassilândia,2001-07-26,Autarquia,22002,47104528.89,NÃO,,MÉDIO PORTE,menos favorável,1,0,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,0,0,REG,0,C,0,1,1,0,A,ESC,C,1,0,3822261.8600000013,1.5577409368254505,5011395.969999999,0.11905495320399151,-122186504.42,0.2782458584427433
363,364,N,RO,Castanheiras,2005-06-08,Autarquia,2987,,NÃO,,PEQUENO PORTE,mais favorável,1,0,0,0,JUD,REG,JUD,REG,C,1,0,0,1,JUD,REG,1,0,0,0,REG,0,C,0,1,0,0,C,ESC,,0,0,1570341.9700000002,2.405642614063758,,,,
364,365,SE,SP,Catanduva,1999-09-24,Autarquia,122497,304275548.62,SIM,NÃO,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,B,1,1,1,0,REG,IRG,1,0,1,0,REG,1,B,0,1,1,0,A,ESC,B,1,0,-2860932.900000006,0.9487543137860694,51466939.88999999,0.20358064604108006,-525690998.49082196,0.36661182270442927
365,366,NE,CE,Caucaia,2002-09-17,Órgão Adm. Direta,365212,161991573.17,NÃO,,GRANDE PORTE,mais favorável,1,1,0,0,JUD,REG,JUD,JUD,B,1,1,1,1,JUD,REG,0,0,1,1,REG,0,C,0,1,0,0,C,ESC,C,1,0,-3333054.3200000003,0.9326785151600628,-3013081.25,-0.01826058337924552,-1145986578.373425,0.12384883721402272
366,367,SE,MG,Caxambu,1990-11-08,Autarquia,21610,38158694.79,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,IRG,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,0,C,0,1,1,0,C,ESC,C,1,0,948315.5500000007,1.0806989880077145,4965078.899999999,0.14957933225635078,-64689146.9335616,0.3710208610168448
367,368,S,RS,Caxias do Sul,2005-06-29,Autarquia,517451,445346555.16,NÃO,,GRANDE PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,0,0,1,1,REG,1,A,0,1,1,0,A,ESC,B,1,1,-109223161.78999999,0.6433092149616273,25332572.89000005,0.06031364182946497,-4970881991.84,0.08222447618217171
368,369,SE,SP,Cerqueira César,2007-11-13,Autarquia,20191,42566564.69000001,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,IRG,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,0,A,0,1,0,0,B,ESC,A,1,0,228682.91999999993,1.0413758030058688,9238941.150000002,0.27721571983407056,-108022837.14,0.2826664039615039
369,370,CO,MS,Chapadão do Sul,2005-07-01,Autarquia,25865,114238982.76,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,1,A,0,1,1,0,C,ESC,B,1,0,14446480.15,3.2869772075753203,16250134.23999999,0.16583656697101867,-75993433.92999999,0.6005232165354982
370,371,CO,MT,Colíder,2010-07-08,Autarquia,33649,43440879.49,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,IRG,REG,0,0,1,1,REG,1,B,0,1,1,0,B,ESC,C,1,0,672471.8700000001,1.1062091482983725,4585712.57,0.1180206632348706,-73474762.38999999,0.37155746477949375
371,372,SE,SP,Conchal,2000-06-27,Autarquia,28273,75403938.76,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,IRG,REG,B,1,1,1,1,REG,REG,0,0,1,1,REG,1,A,0,1,1,0,A,ESC,B,1,0,16188504.66,3.266761501381911,16249957.91,0.27470607517025636,-85510478.48,0.468596537546644
372,373,NE,MA,Timbiras,1993-05-24,Autarquia,29183,45994.77,NÃO,,MÉDIO PORTE,mais favorável,1,0,0,0,REG,REG,JUD,JUD,C,0,0,0,0,JUD,JUD,1,0,1,0,REG,0,C,0,1,1,0,B,ESC,C,0,0,424127.76999999955,1.0863006701244726,0.0,,-119443407.05,0.00038492761114736326
373,374,S,SC,Timbó,2011-12-26,Autarquia,44977,109445106.05,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,1,A,0,1,1,0,C,ESC,B,1,0,11153599.53,1.6995495333831434,11252374.46999998,0.11459477996935452,-134236810.07,0.449131013875089
374,375,SE,RJ,Trajano de Moraes,2006-03-23,Autarquia,10640,14510566.21,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,A,1,1,1,1,REG,REG,1,0,1,1,REG,1,A,0,1,0,0,B,ESC,B,1,0,-763658.3999999994,0.8902627587772626,806636.120000001,0.058861663384332186,-130909013.63,0.09978412966098142
375,376,S,RS,Tucunduva,2005-09-05,Órgão Adm. Direta,5644,22185138.21,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,0,1,REG,REG,0,1,1,1,REG,1,A,1,1,1,0,B,ESC,C,1,1,1319148.9100000001,1.3520962012547943,1908342.890000001,0.09411462017953642,-42518082.68,0.34287532992702613
376,377,SE,SP,Uchoa,2010-05-04,Autarquia,10151,5502880.75,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,IRG,IRG,REG,C,1,0,1,0,REG,REG,1,0,1,1,REG,1,A,0,1,1,0,A,ESC,C,0,0,-1004918.98,0.7700232957035328,-171419.1699999999,-0.03020974788375297,-75160440.78,0.06822035896393616
377,378,CO,GO,Uirapuru,2009-12-03,Autarquia,2840,1653890.89,NÃO,,PEQUENO PORTE,mais favorável,1,0,0,0,REG,REG,IRG,REG,B,1,1,0,0,REG,REG,1,0,1,0,REG,0,B,0,1,1,1,A,ESC,C,1,0,-1350807.33,,416466.99,0.33655967853861557,-28263376.16,0.055282151515908595
378,379,S,SC,Concórdia,1991-12-11,Autarquia,75167,206035858.05,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,1,1,REG,REG,IRG,REG,B,1,1,1,1,REG,REG,0,1,1,1,REG,1,A,1,1,1,0,B,ESC,B,1,1,34821536.18000001,3.346992590450013,36600595.17000002,0.2160152175401755,-98582222.11000001,0.6763743568398176
379,380,NE,PB,Conde,2004-12-28,Autarquia,25010,6741341.79,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,1,REG,JUD,JUD,REG,A,1,1,0,0,JUD,,0,1,1,1,REG,1,A,1,1,1,0,B,EL,C,1,0,2266846.5300000003,1.4262349607868408,2335792.63,0.5301932960384896,-108441610.47,0.05852725301555836
380,381,SE,MG,Contagem,2005-07-15,Órgão Adm. Direta,668949,194194058.18,NÃO,,GRANDE PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,A,1,1,0,1,REG,REG,0,0,0,1,REG,0,C,0,0,1,0,A,ESC,C,0,0,-45442625.120000005,0.7711926830204195,28592328.90000001,0.17265718796725849,-3683461046.0405483,0.05008028124229867
381,382,SE,MG,Coronel Fabriciano,2002-12-26,Órgão Adm. Direta,110290,50682826.09,SIM ,NÃO,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,C,1,1,1,1,REG,REG,1,0,0,1,REG,0,B,1,0,0,0,C,ESC,C,1,0,-5909956.9399999995,0.6476576099193497,8985902.230000004,0.21550515956934202,-312592442.3469863,0.1395163130924544
382,383,SE,SP,Cotia,1980-11-20,Autarquia,253608,728049150.66,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,0,0,1,1,REG,1,B,0,1,1,0,B,ESC,C,1,0,26738713.21000001,2.0595955532504138,113354305.1,0.1844074436588643,-249326928.13,0.7449017491417746
383,384,CO,MS,Coxim,1992-07-16,Outros,33459,95754521.85000001,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,1,REG,REG,JUD,REG,C,1,1,1,0,JUD,REG,1,0,0,1,REG,1,C,0,1,1,0,B,ESC,C,1,0,5083956.129999999,1.5168550498939002,11323422.79000001,0.13411435970948515,-145026703.00904107,0.3976826760726752
384,385,NE,AL,Craíbas,2011-01-03,Autarquia,24309,21707488.1,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,IRG,REG,IRG,REG,B,1,1,0,0,REG,IRG,1,0,0,1,REG,0,C,0,0,0,1,C,ESC,C,1,0,4390375.680000001,1.921113462488546,3146123.96,0.16949853126473924,-120238193.72,0.15292813294262145
385,386,SE,SP,Cubatão,2005-12-02,Autarquia,131626,774531333.23,NÃO,,GRANDE PORTE,menos favorável,1,1,0,0,REG,REG,IRG,IRG,C,1,0,1,0,REG,IRG,1,0,0,1,REG,1,C,0,1,1,0,C,ESC,C,0,0,25416749.689999998,1.12081068010164,145170298.61,0.23066299091371611,-1221574485.065205,0.38802117910336864
386,387,S,SC,Curitibanos,1991-12-26,Autarquia,39893,46020502.54000001,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,A,1,1,0,0,REG,REG,0,0,1,1,REG,1,B,0,0,0,0,C,ESC,C,1,0,2765005.709999999,1.2164713982165867,7507693.110000007,0.19494015682355803,-200486869.98890412,0.1866901669831554
387,388,SE,MG,Diamantina,2000-05-26,Autarquia,47825,61386512.25,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,0,B,0,1,1,1,A,EL,C,0,0,5429137.08,1.6715627031448304,5695515.799999997,0.1022699567804195,-48998953.68547951,0.5561104601024244
388,389,SE,SP,Dirce Reis,1994-02-10,Autarquia,1799,14978724.68,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,IRG,REG,B,1,1,0,0,IRG,REG,0,0,1,1,REG,0,C,0,1,0,0,B,ESC,C,1,0,514132.23,1.4121099159461494,1742477.039999999,0.1316443366271136,-29075494.630000003,0.34000658539873235
389,390,N,PA,Dom Eliseu,2010-04-29,Autarquia,60469,,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,JUD,REG,JUD,JUD,B,1,1,0,0,JUD,JUD,0,0,0,1,REG,1,C,0,1,1,0,,ESC,C,0,0,524694.2000000002,1.1167170193725144,,,,
390,391,SE,RJ,Duque de Caxias,2000-12-28,Autarquia,924624,52309677.84,NÃO,,GRANDE PORTE,menos favorável,1,1,0,0,REG,IRG,IRG,IRG,A,1,1,1,1,IRG,IRG,1,0,0,1,REG,1,B,0,1,1,0,A,ESC,B,1,0,-213352631.4,0.5124260226366052,31878753.42,1.5603186994707703,,
391,392,SE,SP,Embu das Artes,2008-07-02,Órgão Adm. Direta,276535,416420194.53,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,0,1,REG,REG,0,0,0,1,REG,0,A,0,0,0,0,A,ESC,C,1,0,21563366.710000005,1.957418334051183,83388885.82000005,0.25039353249701257,-639471244.49,0.39437784903009565
392,393,NE,PB,Esperança,2006-04-24,Autarquia,33199,497149.46,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,C,1,0,0,0,REG,REG,0,0,0,1,REG,0,C,0,0,0,0,A,ESC,C,0,0,,,64347.51999999996,0.14867659789140508,-132945079.93,0.0037255781941938674
393,394,N,RO,Espigão do Oeste,2000-11-28,Autarquia,32695,67274914.81,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,1,1,REG,REG,REG,REG,B,1,1,0,0,REG,REG,0,1,0,1,REG,1,A,1,1,1,0,B,EL,B,1,1,10235908.08,3.661839218224843,10885738.32,0.1930465915197479,-16076887.450000003,0.8071200980171823
394,395,S,RS,Esteio,2011-11-04,Órgão Adm. Direta,83279,123114282.31,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,0,1,REG,REG,1,0,0,1,REG,0,A,1,1,1,0,A,ESC,C,1,0,9163803.69,1.6225452720931188,23898723.67999999,0.24087677386491757,-117771855.22999999,0.511089112753765
395,396,CO,MS,Fátima do Sul,2005-10-13,Autarquia,19170,15569677.64,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,IRG,REG,B,0,1,1,0,REG,REG,0,0,1,1,REG,0,A,0,1,1,0,C,EL,C,0,0,66719.4299999997,1.0186251262653794,2454608.82,0.18715943116187184,-67351026.80000001,0.187765863123678
396,397,NE,BA,Feira de Santana,1992-03-26,Órgão Adm. Direta,619609,39500694.26000001,NÃO,,GRANDE PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,0,0,REG,REG,1,0,0,1,REG,0,B,0,0,1,1,C,EL,C,1,0,98673056.08,1.76154307785714,3674068.280000009,0.10255133380550663,-2217830398.6699996,0.01749884825656142
397,398,SE,MG,Felixlândia,2007-10-29,Autarquia,15433,2130338.55,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,C,1,0,1,0,REG,REG,1,0,1,1,REG,0,A,0,1,1,1,B,ESC,C,1,0,-1445941.539999999,0.7739067558767232,16870.69000000041,0.007982468207489157,-157513059.85,0.0133443573072922
398,399,S,RS,Feliz,2005-06-30,Órgão Adm. Direta,13640,40354855.09,SIM,NÃO,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,0,1,REG,REG,0,0,1,1,REG,1,A,1,0,0,0,A,ESC,B,1,0,5538654.150000001,2.283594595482268,5649329.970000006,0.1627789797292083,-31796029.189999998,0.5593119958640097
399,400,CO,MT,Feliz Natal,2016-09-01,Autarquia,14522,18302188.46,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,0,0,0,1,REG,0,,0,0,0,0,C,ESC,C,1,0,-610814.3999999999,0.7118692358695665,2931419.940000001,0.19071394746370185,-17246178.339999996,0.5148531453771317
400,401,SE,SP,Fernandópolis,1990-05-04,Autarquia,69402,99644553.33000001,SIM,NÃO,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,A,1,1,1,1,REG,REG,0,0,0,1,REG,0,A,0,1,1,0,A,ESC,B,1,0,9702431.129999999,1.5182074448877796,22400392.98,0.28999464656618534,-287253460.38,0.25754733753864334
401,402,NE,PI,Floriano,2005-12-19,Órgão Adm. Direta,60025,52536666.53,SIM,NÃO,MÉDIO PORTE,mais favorável,1,0,0,0,REG,REG,REG,REG,B,1,1,0,0,REG,REG,0,0,0,1,REG,0,B,0,0,0,0,B,ESC,C,1,0,8704887.67,2.9068013795159855,9306300.979999997,0.21527231753884646,-114840624.53999999,0.31388168725964316
402,403,S,SC,Florianópolis,2009-01-27,Autarquia,508826,12446137.66,NÃO,,GRANDE PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,C,0,0,0,1,JUD,REG,0,0,0,1,REG,0,B,0,1,1,0,B,ESC,C,0,0,-18161342.03,0.9300070153690562,-7103885.300000002,-0.36336966532135473,,
403,404,S,SC,Forquilhinha,2007-11-21,Outros,27211,61643106.36000001,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,0,0,0,1,REG,0,A,0,1,0,0,B,ESC,B,1,0,11935276.420000002,6.718568448790218,10661494.53,0.2091243126159119,4109841.5700000003,1.0714341796002917
404,405,NE,CE,Fortaleza,1953-08-10,Autarquia,2686612,220441417.01,SIM,NÃO,GRANDE PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,A,1,1,1,1,REG,REG,0,0,1,1,REG,0,B,0,0,0,0,A,ESC,C,1,0,-289634313.0099999,0.6887541384586969,-265616622.0,-0.5464709986918563,-13123497318.31,0.016519966209565605
405,406,SE,SP,Garça,1991-09-30,Autarquia,44409,153931925.26,SIM,NÃO,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,0,A,0,1,0,0,A,EL,B,1,0,-584686.3499999978,0.9709657881895387,16633313.61999997,0.121146990645564,-154078605.38,0.49976189106311525
406,407,S,RS,Garruchos,2007-09-12,Órgão Adm. Direta,2886,36331618.75,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,0,0,1,1,REG,0,B,1,0,0,0,C,ESC,C,1,0,3066507.09,3.6323077208595924,3732413.869999997,0.11449401553624639,-6665406.0,0.8449798320057017
407,408,SE,SP,General Salgado,2006-08-04,Autarquia,10862,3842813.72,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,A,1,1,1,0,REG,REG,0,0,1,1,REG,1,A,0,1,1,0,C,EL,B,1,0,-1525285.7000000002,0.8039518545661352,123141.94,0.03310559298863747,-115353080.87,0.032239480505752205
408,409,NE,PE,Goiana,2006-01-14,Autarquia,80055,,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,JUD,JUD,C,0,0,0,0,JUD,JUD,0,0,1,1,REG,0,C,0,1,1,0,B,ESC,C,0,0,-12425880.68,0.6860901462204018,,,,
409,410,SE,MG,Gonçalves,2016-12-22,Autarquia,4355,2328058.78,SIM,NÃO,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,0,0,REG,REG,0,0,1,1,REG,1,B,0,1,1,1,B,EL,C,0,0,712795.2700000001,1.7450146815273138,910249.7800000003,0.6420115685540153,-18620722.929041088,0.11113098662893865
410,411,S,PR,Governo do Estado do Paraná,1992-12-21,,,5788725986.479999,SIM,NÃO,ESTADO/DF,ESTADO/DF,1,1,0,0,REG,REG,JUD,REG,B,1,1,1,1,JUD,JUD,1,0,1,1,REG,0,A,0,1,1,0,,ESC,C,1,1,-4741300986.000002,0.447768057309158,-431129345.9400015,-0.06931501182878141,-119848044203.73581,0.04607509392127629
411,412,S,RS,Gravataí,2015-01-22,Autarquia,283620,235196202.46,NÃO,,GRANDE PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,1,0,1,1,REG,1,A,1,1,1,0,B,ESC,B,1,0,40618490.50999999,1.555090279200442,41563999.58000001,0.21465437546955224,-1254318497.85,0.15790122944812202
412,413,SE,SP,Guaíra,1993-12-27,Autarquia,41040,223699461.66,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,1,0,1,0,REG,1,A,0,1,1,0,A,ESC,B,1,0,1103659.9000000022,1.0656809635312408,43448650.68000001,0.24104552120334666,-161340314.70000002,0.5809775389305444
413,414,CO,MT,Guarantã do Norte,2001-03-21,Autarquia,36130,58591841.04000001,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,0,0,REG,REG,0,0,1,1,REG,0,A,0,1,1,0,A,ESC,C,1,0,,,8725475.430000007,0.17497716794203733,-79618147.61999999,0.4239334769365866
414,415,S,PR,Guarapuava,2001-12-28,Autarquia,182644,447028870.31,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,0,1,REG,0,A,0,0,1,0,A,ESC,B,1,0,71772445.56,3.4420246777535173,74759103.98000002,0.20081970318731046,-303929513.8,0.5952778206741739
415,416,SE,SP,Guarulhos,1964-01-06,Autarquia,1392121,233513307.69,SIM,NÃO,GRANDE PORTE,mais favorável,1,1,1,1,REG,REG,REG,REG,C,1,0,1,0,REG,REG,0,0,1,1,REG,1,A,1,1,1,0,A,ESC,B,0,1,-27533297.96000001,0.8556081251258217,128417054.39,1.2218994527181684,-5432776698.770001,0.04121097003926327
416,417,N,TO,Gurupi,2000-03-28,Autarquia,87545,93109015.65,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,A,1,1,1,1,REG,REG,0,0,1,1,REG,1,A,0,0,0,0,C,ESC,C,1,0,-1005835.7699999996,0.9505249747776974,15575832.59,0.20089246920181836,-280881663.90999997,0.24896079164203438
417,418,SE,SP,Holambra,1995-09-25,Autarquia,15272,72952196.59,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,IRG,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,1,A,0,1,1,0,A,ESC,B,1,0,2850065.09,1.8761425906531566,10434161.41,0.16689842187071768,-19957472.290000007,0.7851948830452015
418,419,S,SC,Içara,2002-08-09,Autarquia,57247,99050761.80000001,SIM,NÃO,MÉDIO PORTE,menos favorável,1,1,1,0,REG,REG,JUD,REG,B,1,1,1,1,REG,REG,0,1,1,1,REG,1,A,1,1,1,0,A,ESC,B,1,1,10452223.679999998,1.6697028450722076,11672096.16000001,0.1335806180434138,-265313761.2732877,0.2718452415853809
419,420,NE,AL,Igaci,2002-04-26,Fund. Dir. Púbico,25613,,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,IRG,REG,IRG,REG,C,0,0,0,0,IRG,REG,1,0,0,1,REG,0,C,0,1,1,0,B,ESC,C,0,0,-3420243.0599999987,0.7576583072553765,,,,
420,421,S,RS,Ijuí,2011-05-05,Autarquia,83764,194497280.06,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,B,1,1,0,1,REG,REG,0,0,1,1,REG,0,A,0,0,1,0,A,ESC,C,1,0,30441505.01999999,1.7537894460556402,30585367.28,0.1865963660679819,-682639190.5999999,0.22174118459998685
421,422,NE,SE,Ilha das Flores,2013-08-28,,8521,,NÃO,,NÃO CLASSIFICADO,NÃO CLASSIFICADO,1,1,0,0,REG,REG,JUD,REG,C,1,0,0,0,JUD,REG,0,0,1,0,REG,0,C,0,1,1,0,,ESC,,1,0,188943.33999999985,1.1044882327724408,,,,
422,423,NE,PE,Solidão,2005-12-13,Outros,6021,260921.31,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,JUD,JUD,C,0,0,0,1,JUD,JUD,0,0,0,1,REG,0,B,0,0,1,0,B,ESC,C,0,0,-424320.4900000002,0.8821495296605991,42366.38,0.1938477434482948,-56491709.239999995,0.004597519224595661
423,424,CO,MS,Sonora,2001-01-11,Órgão Adm. Direta,19721,37782382.13,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,0,B,0,1,1,0,,EL,C,0,0,-1769920.0,0.0,5336683.950000003,0.1644804781328335,-36051810.559999995,0.5117193098952539
424,425,N,PA,Soure,2009-10-08,Autarquia,25565,,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,JUD,REG,C,0,0,0,0,JUD,REG,1,0,0,1,REG,0,C,0,0,1,0,A,ESC,,0,0,4596172.1,29.700666566130675,,,,
425,426,SE,SP,Sumaré,2010-05-20,Outros,286211,203946384.75,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,0,0,REG,REG,0,0,1,1,REG,1,B,0,1,1,0,B,EL,B,1,0,62425406.81,3.3565842933019017,60049809.29999999,0.417312289136899,-1023607403.3768489,0.16614048746589447
426,427,NE,PB,Sumé,2007-12-18,Autarquia,17031,4416239.44,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,0,0,REG,JUD,0,0,0,1,REG,0,C,0,0,0,0,C,ESC,C,1,0,-218760.97999999952,0.9529227005374599,-249836.0699999994,-0.053543083360860444,-78898969.55000001,0.0530064017546912
427,428,SE,RJ,Sumidouro,2004-12-16,Autarquia,15667,94756503.0,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,1,A,0,1,1,0,A,ESC,B,1,0,,,14605878.92999999,0.1822303831002472,-28037791.769999996,0.7716686119455614
428,429,SE,SP,Tambaú,2007-05-24,Fund. Dir. Púbico,23232,73238694.15,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,C,1,0,1,0,REG,REG,1,0,1,1,REG,1,A,0,0,1,0,C,ESC,B,0,0,3124348.8200000003,1.398747351762561,2836321.010000005,0.04028729265077158,-44085891.879999995,0.6242399536894407
429,430,S,PR,Tamboara,2005-06-28,Outros,5158,2384703.84,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,C,1,0,0,0,REG,REG,0,0,0,1,REG,0,A,0,0,0,0,B,ESC,B,0,0,-527016.8299999998,0.7569561841734599,437896.4000000001,0.22493051495632255,-28986535.77,0.07601560759619597
430,431,NE,AL,Tanque d'Arca,2005-06-23,,6138,,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,JUD,REG,JUD,REG,C,0,0,0,0,JUD,JUD,1,0,0,1,REG,0,C,0,0,0,0,,ESC,C,0,0,68744.10999999987,1.0319025222276375,,,,
431,432,S,RS,Tapejara,2005-09-21,Órgão Adm. Direta,16345,37109796.08000001,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,1,0,0,1,REG,0,B,0,0,0,0,A,ESC,C,1,0,6827129.029999999,2.7660441516196634,7353430.189999998,0.1804906002188844,-59291610.25,0.4478666094114024
432,433,S,RS,Tapera,2006-06-20,Órgão Adm. Direta,10577,26600160.6,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,1,0,0,1,REG,0,B,0,0,0,0,A,ESC,C,1,0,3837221.139999999,2.0067804949428116,3899703.57,0.17178965008705815,-40385900.16000001,0.3970999383782841
